date,open,close,high,low,volume,gdp_growth_pct,inflation_rate_pct,unemployment_rate_pct,interest_rate_pct,consumer_confidence,govt_debt_bln,corp_profits_bln,forex_usd_eur,forex_usd_jpy,crude_oil_price,gold_price,real_estate_index,retail_sales_bln,bankruptcy_rate_pct,ma_deals,vc_funding_bln,consumer_spending_bln,daily_volatility_pct
2003-02-26,1993.53,1997.55,2022.41,1969.16,271530172,-1.39,1.0,2.14,9.16,68,29917,683,0.98,149.24,75.08,1026.76,263.97,6626,9.23,37,43.0,2882,2.6711411415930533
2003-03-01,2770.18,2738.91,2778.64,2709.1,415031931,7.84,8.8,7.87,2.44,73,23736,4645,1.19,110.88,60.56,812.22,300.53,380,5.94,36,88.16,1934,2.5103061894894902
2003-03-03,4745.12,4769.46,4816.09,4744.44,513519198,4.73,0.24,13.93,2.57,109,8311,4670,0.82,128.75,62.13,2146.99,133.73,7860,8.03,14,33.58,14234,1.509972350541199
2003-03-04,1256.03,1278.36,1308.61,1252.15,605856652,5.88,9.89,6.67,6.55,98,10987,3888,1.09,149.17,30.19,2065.62,318.99,9768,7.57,16,67.19,3207,4.495115562526357
2003-03-05,4298.97,4262.58,4331.9400000000005,4243.0,596865675,3.24,7.1,13.13,8.87,53,10889,2233,1.02,86.42,139.77,833.61,222.39,372,9.93,36,61.22,4303,2.0688676589973998
2003-03-07,2775.68,2741.16,2821.13,2722.32,921713532,4.72,3.9,8.49,8.37,98,28360,2132,0.81,145.84,143.9,960.48,336.61,7606,1.25,28,39.18,13872,3.5598483975097976
2003-03-16,2638.68,2602.9,2652.96,2584.7899999999995,659237940,3.83,5.78,5.4,8.33,89,20366,1955,1.19,114.41,97.79,992.06,189.97,5486,1.35,38,11.02,10654,2.583488714054017
2003-03-28,2156.75,2127.76,2177.14,2083.24,56665995,-2.48,2.03,2.12,3.44,110,26523,2231,1.01,87.38,22.65,2039.69,137.5,6223,7.28,11,18.27,3798,4.353773038136088
2003-03-31,3060.02,3012.22,3095.12,3008.59,489322582,3.11,9.47,2.13,8.15,69,18639,2399,0.93,118.36,44.9,1624.97,163.73,3541,0.19,0,65.84,4165,2.8277592956908695
2003-04-01,3142.22,3172.49,3208.53,3106.51,683841841,5.5,0.72,12.46,5.23,91,7533,4016,1.08,127.25,141.31,1340.08,180.17,1019,2.38,48,53.53,2658,3.2467491136839555
2003-04-04,4314.22,4277.780000000001,4361.92,4252.27,596812493,8.24,2.48,13.89,5.34,80,26955,4108,1.27,138.09,65.1,2089.59,404.91,2212,3.44,22,47.53,860,2.5415950044272115
2003-04-05,4157.17,4121.7300000000005,4197.88,4100.040000000001,8875728,9.51,7.71,9.04,4.46,119,27885,2573,1.06,106.34,102.3,1394.83,326.65,4051,4.97,27,82.4,8993,2.3535241522477848
2003-04-08,4811.26,4839.530000000001,4886.22,4764.2,80072697,5.85,6.08,5.97,6.13,107,20945,2186,1.33,144.91,30.22,1215.64,280.39,5367,8.79,11,41.4,13120,2.5361339856919067
2003-04-11,3022.54,2988.13,3027.2,2965.65,539568370,5.3,9.96,4.13,8.87,83,12594,2052,1.02,122.15,86.96,869.82,431.33,9512,1.48,17,58.09,11648,2.036366764376972
2003-04-14,1410.27,1381.2,1444.2,1366.56,159871177,3.77,5.41,8.04,8.59,68,25038,1793,0.82,140.87,118.49,950.41,471.97,853,2.83,42,4.46,9604,5.505328766831891
2003-04-16,3213.48,3233.81,3281.09,3197.71,362908423,-0.02,7.75,8.12,7.24,113,20204,4380,1.1,82.23,30.13,981.44,269.06,9732,9.01,46,4.81,8435,2.594694847953001
2003-04-20,3707.76,3666.8,3754.4,3663.38,604964940,-1.9,4.98,4.07,3.05,93,8918,4764,1.1,146.14,55.01,2310.05,409.95,2306,0.71,22,85.51,11600,2.4548514466955784
2003-04-22,4435.06,4410.92,4460.120000000001,4366.01,705379165,-1.94,9.38,9.72,7.12,95,2307,3807,1.26,87.59,120.92,1336.04,216.87,7265,1.0,10,34.25,8496,2.1219555090573876
2003-04-23,3993.42,3977.14,4027.77,3948.07,199767262,-3.19,5.1,11.73,0.61,103,13000,252,1.5,123.71,132.96,2331.92,451.32,7446,1.77,27,89.72,6021,1.995783063138859
2003-04-28,1717.01,1707.11,1720.23,1657.53,496597256,-3.4,9.32,5.21,3.38,69,3655,3667,1.02,92.98,44.81,1972.55,346.77,9702,2.25,20,37.62,8057,3.651696845097003
2003-04-29,3775.8,3760.87,3795.92,3711.710000000001,521170645,3.25,6.79,11.61,3.13,74,9610,4371,0.98,94.77,38.98,1114.98,479.55,943,3.84,35,30.35,12694,2.2302558398220014
2003-05-05,3929.6,3894.74,3935.97,3878.32,370851684,-3.03,1.6,11.56,1.14,58,3131,4842,0.85,114.91,62.36,2446.09,165.02,5785,0.25,12,1.71,3376,1.4670704397394045
2003-05-07,1645.45,1666.17,1695.63,1641.78,765815631,5.08,3.88,4.48,4.75,70,26421,2815,1.44,101.74,78.48,901.97,369.07,1661,9.79,18,37.01,12900,3.2726609742015946
2003-05-08,1334.22,1303.26,1360.83,1293.47,100212330,-4.44,1.6,10.63,7.22,99,5130,453,1.23,98.19,55.72,2218.4,159.57,5547,4.33,7,63.11,7436,5.04864265263599
2003-05-09,1076.52,1063.19,1089.84,1038.93,793612307,7.83,8.89,3.28,3.56,65,7368,1402,1.15,113.87,147.47,1000.54,103.6,9403,4.56,28,9.08,533,4.72912718760449
2003-05-11,4563.42,4576.24,4622.61,4539.15,933675051,7.76,5.69,13.29,5.58,75,2329,3831,1.05,83.12,136.65,1910.38,196.6,303,4.76,39,11.12,13876,1.8288914892777792
2003-05-12,1966.15,1928.29,1986.28,1911.52,829892331,7.37,7.75,10.14,9.46,93,10355,4721,0.94,100.55,96.1,2067.75,446.9,4776,3.03,15,64.64,12148,3.8023548559367284
2003-05-14,1421.38,1449.45,1468.65,1393.87,225814728,4.5,7.01,13.54,5.39,95,13111,1637,0.84,113.89,23.84,1545.44,365.14,963,1.85,29,61.75,12966,5.2610842983579476
2003-05-17,3431.01,3472.1400000000003,3478.2700000000004,3382.15,95434835,4.94,0.71,4.53,0.72,66,17770,900,1.24,104.08,35.84,1928.26,172.73,8825,3.45,19,41.7,4281,2.8015074278419574
2003-05-27,2715.78,2675.26,2750.55,2672.61,639755589,-4.48,8.43,5.05,4.25,75,3259,2769,0.95,82.69,25.91,2215.01,131.64,462,4.46,34,99.78,5583,2.86989373218744
2003-06-02,2647.83,2677.57,2700.08,2642.6,899447611,1.47,9.95,5.94,1.68,104,10403,3772,1.15,99.98,104.87,1677.53,454.81,5363,6.98,8,44.78,868,2.1708342302942416
2003-06-05,3130.02,3126.4,3132.14,3093.01,180241408,7.2,3.61,11.93,2.21,89,11551,2971,1.24,118.74,87.48,844.34,293.75,2802,1.42,14,81.88,9081,1.2501517562187991
2003-06-06,1461.58,1428.98,1493.26,1390.05,350097198,-0.54,5.46,9.48,8.13,72,25882,3345,1.07,93.2,44.71,2020.85,249.05,9869,4.58,31,36.43,14085,7.061536145814806
2003-06-07,3422.55,3406.3,3434.98,3367.49,734385193,-1.79,6.54,12.74,6.01,75,19940,967,0.95,82.84,142.57,2333.7,485.72,1731,1.84,38,60.03,996,1.971921520503725
2003-06-08,1468.82,1420.63,1484.03,1393.88,560933297,5.0,6.2,3.66,9.58,67,21634,4308,0.94,112.3,68.53,2377.41,261.08,946,3.36,43,4.94,6576,6.137579825982753
2003-06-14,4582.7,4554.25,4589.19,4513.08,128610035,4.32,1.73,10.47,2.3,111,23151,4692,1.24,83.93,68.07,1371.38,403.51,2346,3.87,17,90.23,7188,1.6608113121085752
2003-06-15,1817.27,1779.32,1839.96,1730.23,667261411,-3.63,1.39,3.22,7.81,91,2281,2342,1.16,111.09,60.53,1172.58,359.15,9754,8.69,33,66.19,7536,6.038178146340391
2003-06-17,2677.09,2642.75,2711.46,2604.58,527221606,-1.59,4.93,11.42,5.54,84,17873,2588,1.24,126.48,123.37,1684.15,112.07,6293,3.69,24,38.1,7105,3.9923947271104114
2003-06-18,1072.5,1119.98,1151.64,1067.51,664487702,-1.19,0.63,14.92,6.29,104,29009,1612,1.02,127.56,66.51,2221.69,378.01,1463,0.55,11,47.71,10077,7.844289044289054
2003-06-19,4171.03,4205.28,4245.82,4132.19,107118105,2.56,9.46,11.01,6.29,98,11856,2871,1.25,98.37,139.78,1822.29,134.18,3702,1.3,44,35.31,6471,2.7242671474432005
2003-06-23,3513.71,3494.02,3521.01,3463.49,931777856,3.09,6.04,14.96,4.84,79,27154,3043,1.02,146.31,64.77,1961.26,179.59,475,3.91,8,91.51,4891,1.6370161453278853
2003-06-24,3754.53,3768.35,3782.81,3748.57,247744138,1.41,5.3,12.13,6.81,118,877,4499,1.12,85.04,20.89,1375.88,423.18,122,8.11,39,86.54,3386,0.91196501293104
2003-06-26,1039.92,1082.76,1108.85,1036.04,256100617,3.4,7.48,3.03,3.47,55,6545,1816,0.98,106.98,146.01,1586.74,330.91,1129,7.56,24,6.87,5265,7.001500115393486
2003-06-27,3893.77,3850.33,3926.96,3803.83,170134221,-1.19,5.76,11.45,1.68,60,14110,4233,1.16,138.07,147.72,1338.2,354.34,4475,2.95,46,55.27,4210,3.1622309484124664
2003-07-05,2805.18,2837.87,2858.77,2780.79,878167002,-3.97,2.71,10.89,4.17,96,18722,3497,1.01,84.69,114.75,1651.58,121.85,5023,9.86,7,69.43,13009,2.779857264061487
2003-07-06,1733.77,1740.04,1787.19,1684.28,159231479,0.43,6.29,5.83,8.76,57,14858,1887,1.01,84.39,26.63,900.57,166.4,8522,9.06,16,34.05,3582,5.935620064945183
2003-07-07,4419.9,4446.12,4482.2,4409.2,522554817,9.03,9.17,2.12,0.87,66,13124,3455,1.05,110.67,55.8,1130.09,275.69,186,5.27,42,99.99,1922,1.6516210773999414
2003-07-08,4530.24,4551.599999999999,4556.009999999999,4509.349999999999,893788646,7.94,3.16,10.23,1.88,94,7070,1113,1.06,120.99,66.18,1170.0,431.63,4584,0.35,21,89.41,10514,1.0299675072402312
2003-07-12,4214.15,4207.36,4255.16,4192.74,611486333,0.34,0.62,14.6,0.61,70,29594,3556,1.32,89.09,83.35,1909.32,296.93,2329,1.61,0,89.41,975,1.4812002420416948
2003-07-19,4872.26,4909.070000000001,4956.51,4859.4400000000005,226502791,9.29,5.31,7.29,6.53,98,10381,2025,0.95,110.43,68.07,2117.67,163.54,2483,1.89,37,16.02,507,1.992299261533656
2003-07-25,2733.89,2762.18,2775.44,2686.68,875664241,1.76,3.38,14.68,6.13,80,23582,4457,1.43,114.42,136.23,2126.34,418.7,1194,9.88,44,30.18,10400,3.2466558639886838
2003-07-26,4988.73,4983.0,5013.48,4953.52,739105901,-0.03,2.18,14.19,5.62,53,7937,1727,1.26,84.34,62.87,1389.92,426.0,4107,1.72,35,51.7,12894,1.2019091031184115
2003-08-04,3890.95,3877.13,3904.19,3846.41,441313437,-2.5,9.53,4.2,4.04,116,26756,314,1.1,86.87,93.8,859.68,286.48,5081,4.13,10,38.18,10118,1.4849843868464052
2003-08-09,3646.74,3690.08,3695.08,3635.96,188696189,-0.28,7.54,2.86,4.07,107,7141,1180,1.23,146.53,33.34,1456.59,183.86,6869,2.84,48,67.12,4235,1.6211739800479303
2003-08-10,2935.96,2958.31,2998.56,2914.98,22970451,-2.54,2.39,13.39,1.76,102,10133,4754,1.11,148.61,123.89,1608.34,454.24,7973,7.43,33,80.33,14609,2.8467690295508086
2003-08-11,1021.25,1028.97,1047.46,1011.84,952991536,-4.4,7.38,14.21,6.27,96,24039,1525,0.88,148.13,111.3,1880.5,265.66,2202,8.86,29,75.88,13910,3.487882496940025
2003-08-17,3334.85,3320.79,3356.29,3291.42,682429565,2.73,1.68,7.3,2.13,82,5639,4372,0.84,114.49,73.04,854.1,415.99,8678,2.57,43,65.81,12670,1.9452149272081172
2003-08-19,4006.99,3976.32,4054.11,3936.82,226878652,-4.46,5.75,9.61,4.63,78,25196,791,1.11,80.61,146.61,1718.6,136.59,9472,1.96,9,2.09,13705,2.9271348318812866
2003-08-21,3072.03,3062.9,3082.4300000000003,3057.27,217863498,2.19,8.23,10.29,8.57,81,21013,2722,0.9,146.64,147.51,1978.15,147.18,886,7.08,10,93.53,8505,0.8190024185961826
2003-08-24,3481.9,3435.6600000000003,3516.6800000000003,3405.01,537111305,8.05,2.8,10.24,7.49,94,13332,3973,1.07,113.48,27.46,1416.47,125.4,7358,3.99,47,15.16,1706,3.2071570119762223
2003-08-31,4034.86,4003.85,4083.66,3978.83,890087946,9.58,6.06,6.52,3.73,70,5925,376,1.16,120.83,46.55,1921.15,448.25,9540,9.65,19,93.03,7977,2.598107493196788
2003-09-02,3616.53,3595.1600000000003,3639.58,3587.65,185948695,2.07,9.96,8.18,2.98,81,12311,730,1.39,146.97,147.38,1618.59,395.44,1725,4.1,35,71.2,418,1.4359067946346313
2003-09-10,1809.02,1857.02,1900.22,1769.52,525502241,4.93,9.03,12.24,3.79,115,3317,1934,1.2,137.43,103.43,1432.21,114.55,8700,3.57,11,45.84,1646,7.2249063028601155
2003-09-12,1966.0,1986.97,2029.78,1956.3,472292568,5.28,0.86,3.38,9.34,107,3339,2132,0.89,130.07,117.51,2070.22,181.47,4252,4.34,43,95.81,12492,3.737538148524925
2003-09-14,2699.4,2701.2200000000003,2718.61,2656.65,105571207,-1.45,2.73,10.11,7.54,103,24773,132,1.35,101.44,48.54,915.86,285.01,2002,6.34,20,29.65,4928,2.29532488701193
2003-09-16,3028.24,3035.16,3045.24,3011.88,853858035,2.1,6.96,7.26,9.51,97,8514,4458,1.37,88.8,117.67,1395.18,350.99,8016,9.69,7,96.71,14455,1.101629989696975
2003-09-19,3784.62,3788.68,3830.45,3744.06,88386857,5.45,5.5,2.79,3.19,96,23278,3378,0.94,97.94,136.57,1033.42,299.35,308,8.09,43,62.75,12642,2.282659817894528
2003-09-21,4287.32,4331.82,4374.54,4280.06,777211361,-2.52,7.63,11.32,6.16,63,27159,4953,1.41,90.84,52.98,1418.24,437.44,8209,4.01,18,18.83,8715,2.203707677523478
2003-09-29,2298.05,2283.73,2324.6200000000003,2242.2,690590556,9.31,8.5,13.75,2.32,50,27438,1058,1.39,118.24,121.52,916.49,394.6,4192,9.88,28,65.92,13147,3.5865190052435985
2003-09-30,2078.05,2044.48,2118.3300000000004,2026.7100000000005,315763784,7.76,3.27,3.28,9.66,88,13195,4770,1.07,86.62,120.27,1806.42,393.85,346,9.65,23,69.6,13306,4.408941074565091
2003-10-03,1874.86,1891.26,1930.3,1872.35,178959718,-0.55,4.26,5.28,3.31,117,2753,1669,1.13,106.95,44.17,1618.19,154.75,719,7.01,1,11.53,6750,3.0908974536765434
2003-10-05,2058.54,2102.09,2104.59,2040.04,80310445,8.35,2.37,7.22,9.89,64,23741,543,1.3,118.03,69.71,2176.31,448.94,6781,6.69,11,12.2,5343,3.135717547387964
2003-10-09,4043.41,4067.54,4102.31,4040.21,594050742,3.22,0.9,2.05,4.48,118,21519,3581,0.81,105.15,30.7,998.46,411.44,3451,9.41,29,47.12,5650,1.5358323791057638
2003-10-15,1124.6,1077.38,1153.5,1052.34,606807792,5.55,4.43,11.82,7.67,64,11538,2887,1.48,111.8,35.66,1396.95,149.63,8491,9.34,12,20.5,3090,8.995198292726311
2003-10-18,4516.74,4529.59,4573.42,4506.46,670659919,5.18,1.85,4.39,2.43,107,15534,2898,1.12,85.41,133.72,813.14,113.72,1543,0.19,0,36.8,8537,1.4824851552225728
2003-10-20,3229.35,3253.61,3266.9100000000003,3206.78,753680073,1.74,6.63,8.71,4.0,59,25546,3176,1.22,147.32,117.16,2446.85,386.69,8568,3.88,37,65.9,9976,1.8619846099060218
2003-10-22,3667.39,3673.89,3701.35,3654.35,488042091,7.99,7.39,3.23,7.92,102,871,1559,1.32,101.82,85.36,924.23,118.4,263,8.08,46,22.72,2124,1.2815653639236624
2003-10-23,2292.11,2250.92,2339.57,2216.78,452976314,1.58,9.61,5.86,0.64,97,28479,517,1.39,145.26,139.54,1295.4,498.41,6898,5.24,44,28.29,549,5.357072740837044
2003-10-25,4552.47,4577.490000000001,4589.260000000001,4519.3,733128622,8.99,7.1,7.58,0.5,56,7498,644,1.13,103.01,67.59,1721.84,296.77,4617,7.97,15,34.36,11492,1.536748182854603
2003-11-01,3306.81,3342.51,3343.64,3295.29,402519335,9.53,9.0,5.28,2.68,79,13906,1673,0.92,99.28,76.25,1245.53,422.07,8950,9.59,26,81.12,12069,1.4621342018440706
2003-11-02,1269.02,1287.44,1321.79,1231.83,687533768,-0.21,7.42,12.2,5.37,67,21557,3893,1.15,84.03,69.9,2325.54,426.87,5248,3.23,33,74.9,2752,7.088934768561571
2003-11-05,2306.56,2343.9,2358.9500000000003,2293.12,527615271,6.01,2.42,10.46,1.99,101,28422,2311,0.96,120.38,107.5,1809.72,124.45,948,5.72,16,44.61,10554,2.854033712541637
2003-11-09,4990.51,4971.97,5017.25,4961.110000000001,685023747,-4.67,6.73,4.88,1.36,102,16390,2843,0.94,94.01,122.24,867.89,310.48,4699,9.19,19,48.53,14691,1.124935126870789
2003-11-11,1161.4,1205.47,1230.89,1112.44,605813951,-0.24,3.85,11.92,1.79,98,26983,3920,1.43,104.8,98.99,1941.52,458.71,9666,8.64,30,27.96,12129,10.198897881866715
2003-11-14,1089.7,1125.36,1163.0600000000002,1079.0,472138383,4.92,2.19,2.08,4.03,74,4868,2818,1.38,133.48,36.94,1975.26,391.98,8710,5.59,28,84.43,12944,7.714049738460142
2003-11-15,2441.71,2431.32,2447.23,2382.7200000000003,50330649,-0.13,1.07,3.85,8.96,76,5817,1122,1.44,128.28,27.0,2216.32,311.09,1559,8.47,41,54.35,6458,2.6420008928169096
2003-11-16,4134.95,4104.87,4158.34,4097.73,961983416,2.74,7.85,4.9,6.32,61,24130,2701,0.95,103.9,109.61,2114.32,153.75,4632,3.15,42,85.03,11583,1.4657976517249443
2003-11-20,1928.07,1954.26,1980.64,1889.02,763842768,2.25,0.73,2.98,4.9,73,22776,913,1.38,88.65,103.87,1779.77,331.31,697,7.67,26,56.77,13160,4.7519021612285925
2003-11-23,3494.97,3491.5,3522.42,3469.78,75684085,-2.88,2.36,9.47,1.37,65,23263,2527,1.01,121.2,88.3,1112.06,140.58,8737,0.92,44,76.41,4155,1.5061645736587117
2003-11-25,1155.75,1131.98,1175.83,1108.68,667502067,3.82,0.45,13.57,4.19,115,17661,3074,0.99,146.92,27.25,2039.84,109.97,146,0.59,15,52.82,3379,5.810080034609549
2003-11-30,4457.73,4434.56,4479.349999999999,4421.19,33471010,-3.73,0.62,9.02,4.17,113,6770,2111,0.88,126.59,32.64,2304.6,232.02,1042,4.27,11,78.18,13920,1.3046999257469576
2003-12-01,3347.75,3356.83,3398.26,3315.45,897483468,3.6,8.58,6.2,6.51,77,24165,1348,1.19,146.92,100.12,2102.32,106.81,2390,3.25,32,37.38,2122,2.473601672765302
2003-12-02,3323.8,3345.94,3387.08,3274.5,225488269,3.56,3.14,8.22,5.59,58,14731,3836,1.37,116.18,147.87,964.15,194.04,1003,6.41,27,11.48,5860,3.3870870690173875
2003-12-05,2769.18,2770.7,2785.23,2741.07,857089452,-2.94,9.1,14.09,5.45,89,9943,111,1.35,113.8,39.78,2347.51,339.86,1231,5.46,27,25.39,9154,1.5946959027582122
2003-12-06,3829.59,3857.06,3871.93,3816.99,281268909,3.59,0.44,11.67,0.72,94,8188,2110,1.15,125.09,148.65,2465.87,147.26,2468,7.53,42,98.11,13578,1.434618327288301
2003-12-08,1915.5,1920.77,1957.05,1891.33,470966438,-1.94,5.72,9.61,5.94,95,24214,836,1.02,109.52,68.71,1474.78,468.67,3644,1.71,13,68.08,10334,3.430957974419213
2003-12-15,4982.52,4935.77,5001.52,4924.17,772552027,-3.84,6.69,3.6,3.86,69,8991,4400,0.96,114.25,112.31,1729.93,185.81,4483,9.83,46,87.47,1427,1.552427285791133
2003-12-17,3598.04,3601.96,3604.19,3597.74,980399384,5.1,5.73,9.12,6.7,103,5533,3052,1.02,124.28,101.09,2379.01,346.31,8632,5.58,12,76.08,13892,0.17926426610044005
2003-12-20,3372.63,3328.99,3388.79,3294.24,684046401,7.19,9.2,2.89,8.65,65,13756,2844,0.9,142.61,55.58,831.13,361.11,2176,9.85,6,54.82,11131,2.803450126459178
2003-12-21,1213.39,1218.5600000000002,1234.4900000000002,1197.97,73556414,3.43,4.27,3.89,8.04,69,12276,4945,1.21,136.92,69.77,2496.68,423.13,1531,0.41,12,58.06,4449,3.00974954466414
2003-12-24,3710.13,3703.16,3717.45,3702.39,468774851,6.21,4.16,13.45,6.36,72,25377,3133,1.39,116.17,44.59,1290.37,475.02,8824,7.26,10,30.32,1012,0.4059156956764304
2004-01-03,3543.76,3588.6400000000003,3625.420000000001,3494.25,836824674,6.09,7.86,11.89,7.1,115,591,420,1.4,90.13,93.19,1649.82,335.08,8502,7.77,5,59.62,1822,3.7014357631442585
2004-01-04,3397.21,3374.01,3421.56,3335.1200000000003,583174209,8.74,4.13,9.9,9.38,105,4206,127,1.08,123.36,68.64,2288.67,314.02,3873,2.88,37,52.59,7399,2.5444408794275186
2004-01-10,1678.91,1705.5500000000002,1723.5600000000002,1648.64,376068221,6.71,5.25,3.12,1.51,79,9395,3847,0.9,90.11,60.64,2360.96,297.09,740,6.72,20,73.5,5739,4.462419069515344
2004-01-13,3438.79,3453.54,3497.74,3424.17,254060984,2.94,5.03,12.86,8.19,112,746,1411,1.22,84.24,64.96,2431.32,454.78,5954,7.79,26,63.76,5259,2.1394153175971695
2004-01-16,4211.24,4253.71,4294.47,4193.77,487764876,5.25,7.45,2.25,7.91,96,5609,1518,1.39,93.48,133.13,1626.27,196.08,1431,8.56,10,0.1,9885,2.391219688262835
2004-01-19,2953.98,2956.8,2970.8,2940.38,655684979,7.92,6.32,4.92,5.07,118,13897,2667,0.85,84.05,36.1,2353.78,358.71,7257,4.97,18,16.38,12248,1.0297970873194833
2004-01-20,2607.55,2570.24,2612.8500000000004,2565.82,747628374,9.0,5.77,2.41,6.93,57,23008,1437,1.44,125.38,141.9,2422.96,220.3,2240,8.64,7,70.82,7866,1.8036087515100458
2004-01-21,1614.76,1624.01,1629.62,1573.25,808384605,6.21,4.22,7.63,5.34,100,6825,3792,1.13,143.94,71.97,1964.71,386.29,7675,6.09,22,14.05,273,3.490921251455318
2004-01-22,3290.43,3288.68,3304.99,3246.02,905897706,-1.53,5.97,11.16,9.46,68,23191,4709,1.02,111.36,32.16,1239.07,347.56,1743,5.46,47,62.27,8650,1.7921669812152152
2004-01-23,2108.05,2120.3100000000004,2151.0200000000004,2097.0600000000004,176490550,0.01,9.47,7.91,4.29,80,29928,3181,1.14,143.11,84.84,2138.25,289.79,6959,9.55,22,86.83,9981,2.5597115817936023
2004-01-24,4685.23,4636.23,4725.45,4632.99,374399491,-4.46,1.93,7.98,2.68,71,10550,446,1.17,143.48,44.77,2042.44,138.67,5197,0.17,39,3.56,9101,1.9734356691133634
2004-01-25,3332.76,3302.24,3377.7200000000003,3265.3,968814676,7.47,9.06,10.71,3.6,82,2412,216,1.39,122.67,66.19,1776.8,350.79,6002,0.12,8,2.78,1042,3.373180186992165
2004-01-28,1207.96,1196.32,1217.28,1193.11,802801350,0.29,2.88,3.99,3.87,118,766,1954,1.47,144.14,103.14,1801.99,133.89,9969,3.33,11,14.16,11943,2.0008940693400503
2004-02-02,4523.89,4514.97,4541.31,4498.17,969747038,5.96,6.52,11.38,6.25,62,28269,4477,1.27,108.72,38.98,2329.53,180.92,7502,3.18,12,24.19,4473,0.9536040885167484
2004-02-08,1786.61,1758.79,1834.41,1720.52,127182202,4.76,5.67,14.37,1.21,108,4728,1790,1.37,127.15,95.72,1703.52,238.99,2759,0.71,14,62.59,6613,6.374642479332373
2004-02-11,4210.56,4168.570000000001,4247.360000000001,4167.740000000001,306702033,-0.64,4.62,10.43,4.76,111,15684,2599,0.94,84.31,33.89,1248.62,118.73,5061,9.08,41,34.49,4143,1.8909598723210186
2004-02-12,4988.95,4986.4,5016.79,4977.06,987964951,3.16,0.78,11.24,2.51,55,26095,786,1.35,98.26,47.51,1715.64,106.85,2120,4.16,29,2.78,7779,0.79635995550165
2004-02-13,1120.1,1071.1,1166.55,1038.35,248840076,-0.87,3.57,10.37,3.23,53,817,2770,1.36,132.14,102.73,2148.71,393.0,254,0.9,35,35.6,6622,11.445406660119637
2004-02-15,3490.52,3521.28,3544.46,3441.4,174076361,2.91,9.53,6.67,3.91,118,1210,4213,0.8,94.33,132.49,2045.69,298.25,7478,5.44,3,27.54,668,2.952568671716534
2004-02-17,2860.04,2901.55,2932.0,2812.21,336243556,7.01,5.56,4.66,4.42,56,9142,2933,1.28,118.23,67.46,2212.16,194.58,1704,0.64,44,29.88,6342,4.188402959399168
2004-02-22,4901.37,4935.92,4939.71,4893.49,755989783,1.15,2.85,10.17,6.38,85,19564,483,0.81,121.25,41.67,2090.61,411.31,5961,3.79,0,62.45,7224,0.9430016505589306
2004-02-23,4267.9,4297.81,4332.719999999999,4242.08,21583027,7.12,6.68,13.63,8.06,66,4737,4023,0.85,112.97,124.43,1293.13,139.91,5378,7.34,33,94.91,14832,2.123761100306929
2004-02-25,4751.86,4725.15,4761.31,4703.52,547540938,-1.66,0.5,5.28,4.18,116,21548,1079,1.24,128.61,68.06,1039.88,260.63,3113,0.23,0,71.73,443,1.2161553581124016
2004-02-28,1284.14,1332.22,1358.69,1262.87,387948199,9.82,0.63,14.62,1.63,92,6175,3370,1.23,138.78,67.52,2202.3,179.07,1561,0.83,14,13.38,12930,7.461803230177407
2004-03-01,1917.46,1890.03,1933.58,1887.3,831156966,3.45,2.52,4.37,6.64,73,3140,1584,1.18,146.25,29.86,1021.58,499.42,245,9.61,24,4.9,2683,2.4136096711274275
2004-03-05,1669.96,1626.63,1673.7,1625.8200000000002,485200207,5.5,8.05,5.39,4.57,105,8638,223,1.06,139.75,149.56,2344.81,314.69,6367,0.72,9,67.64,253,2.867134542144715
2004-03-06,1589.1,1638.9599999999998,1661.9899999999998,1559.52,14754929,9.38,1.74,7.11,2.77,67,5862,625,1.44,148.95,51.32,1025.69,150.65,7968,4.31,29,23.83,11209,6.4483040714869935
2004-03-11,2113.47,2118.93,2122.84,2103.88,321472184,5.99,9.25,4.88,2.91,105,15701,3561,1.06,122.73,146.0,2136.98,423.82,1706,9.77,21,33.36,12719,0.8971028687419286
2004-03-14,2197.53,2148.44,2239.77,2132.77,249866319,-2.79,8.84,9.9,5.61,75,13116,680,0.95,131.56,65.65,2310.27,360.03,7073,2.75,23,35.65,4321,4.869103038411307
2004-03-20,1250.26,1260.96,1290.62,1245.8,567299987,0.01,1.9,13.07,2.33,100,5714,1551,1.01,141.12,31.59,2041.47,148.82,8274,8.28,3,7.53,10782,3.5848543502951338
2004-03-22,4236.09,4266.59,4283.89,4214.78,34001783,4.23,6.14,8.25,1.08,57,576,2926,1.0,147.26,101.65,1727.32,147.01,9597,1.47,18,49.42,6040,1.631457310869235
2004-03-27,1330.95,1336.86,1344.14,1300.67,231875716,3.84,6.75,12.41,7.06,66,13741,2543,0.99,103.78,21.52,2075.28,440.45,7784,2.92,9,2.61,11887,3.2660881325369115
2004-04-06,2094.56,2081.19,2099.91,2047.04,866862604,-4.94,0.45,11.63,2.3,93,6774,168,0.88,82.3,110.88,1750.04,429.27,9495,2.27,8,69.74,5090,2.5241578183484785
2004-04-10,2225.85,2199.87,2267.49,2160.94,721421450,1.38,8.71,10.86,7.24,95,9653,3225,1.01,141.0,45.76,2131.62,249.07,1448,2.02,16,52.29,4200,4.786935328076902
2004-04-13,2674.43,2682.12,2708.82,2629.32,751918842,7.49,1.85,8.02,7.56,73,12023,3494,1.49,81.92,146.68,2295.33,419.69,5827,3.22,23,72.78,877,2.972596029808221
